ticker,data_date,sector,industry,open,high,low,close,volume,frequency,nbss,nbsf
AALI,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,7075.00,7075.00,7000.00,7025.00,492200,472,-392424992,-992684992
ABBA,2023-12-22,Consumer Cyclicals,Media,52.00,52.00,50.00,51.00,6711300,135,112278800,0
ABDA,2023-12-22,Financials,Insurance,5800.00,5800.00,5800.00,5800.00,0,0,0,0
ABMM,2023-12-22,Energy,Coal,3300.00,3330.00,3290.00,3320.00,356300,389,-308372992,-66943000
ABX,2023-12-22,,,794.71,798.32,772.85,778.34,0,0,0,0
ACES,2023-12-22,Consumer Cyclicals,Specialty Retail,730.00,735.00,715.00,720.00,32986600,3835,-1695142016,-3877946880
ACST,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,134.00,137.00,132.00,136.00,1304300,267,-664400,66350300
ADCP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,51.00,50.00,50.00,7014800,158,-320985888,0
ADES,2023-12-22,Consumer Non-Cyclicals,Beverages,9100.00,9375.00,9100.00,9375.00,66900,95,205555008,5620000
ADHI,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,316.00,318.00,306.00,310.00,25740800,2355,-3776186880,1429307776
ADMF,2023-12-22,Financials,Consumer Financing,10700.00,10725.00,10650.00,10650.00,39300,58,-47960000,60830000
ADMG,2023-12-22,Basic Materials,Chemicals,139.00,139.00,134.00,136.00,170700,50,-14368800,2551500
ADMR,2023-12-22,Energy,Coal,1370.00,1395.00,1325.00,1345.00,14740000,3438,-8367222272,1773133056
ADRO,2023-12-22,Energy,Coal,2600.00,2610.00,2580.00,2590.00,29264900,6159,8182028800,8742947840
AEGS,2023-12-22,Consumer Cyclicals,Auto Components,88.00,92.00,88.00,90.00,3817300,253,122094400,0
AGAR,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,117.00,117.00,117.00,117.00,100,1,0,0
AGII,2023-12-22,Basic Materials,Chemicals,1590.00,1590.00,1570.00,1575.00,54800,65,-5105000,0
AGRO,2023-12-22,Financials,Banks,320.00,334.00,318.00,320.00,51419800,4257,-2577078528,-554310976
AGRS,2023-12-22,Financials,Banks,83.00,83.00,81.00,81.00,918000,140,-32461600,-5480100
AHAP,2023-12-22,Financials,Insurance,95.00,96.00,92.00,92.00,2585200,255,-70789296,1048800
AIMS,2023-12-22,Energy,Coal,690.00,745.00,635.00,700.00,2942900,695,1945899008,0
AISA,2023-12-22,Consumer Non-Cyclicals,Processed Foods,126.00,131.00,126.00,127.00,3002000,465,-196790704,-41007500
AKKU,2023-12-22,Consumer Cyclicals,Tourism & Recreation,50.00,50.00,50.00,50.00,0,0,0,0
AKPI,2023-12-22,Basic Materials,Chemicals,715.00,745.00,715.00,740.00,16600,5,11335500,0
AKRA,2023-12-22,Energy,Oil & Gas,1435.00,1450.00,1425.00,1450.00,8475500,1772,3833651456,-1318449536
AKSI,2023-12-22,Transportation & Logistic,Logistics & Deliveries,142.00,152.00,142.00,149.00,5600,8,-241500,0
ALDO,2023-12-22,Basic Materials,Containers & Packaging,900.00,920.00,865.00,920.00,629700,133,449226496,-1725000
ALKA,2023-12-22,Basic Materials,Metals & Minerals,494.00,510.00,488.00,496.00,66100,63,16395600,-2124200
ALMI,2023-12-22,Basic Materials,Metals & Minerals,193.00,196.00,188.00,194.00,55200,173,5263400,-244500
ALTO,2023-12-22,Consumer Non-Cyclicals,Beverages,50.00,50.00,50.00,50.00,200000,1000,10000000,0
AMAG,2023-12-22,Financials,Insurance,296.00,304.00,294.00,296.00,914900,33,255305600,-4492400
AMAN,2023-12-22,Properties & Real Estate,Real Estate Management & Development,116.00,122.00,116.00,120.00,1570400,308,-14390400,72930304
AMAR,2023-12-22,Financials,Banks,320.00,322.00,314.00,320.00,1189100,102,86161600,-19944800
AMFG,2023-12-22,Industrials,Building Products & Fixtures,5800.00,5850.00,5800.00,5850.00,13200,19,-32575000,-5220000
AMIN,2023-12-22,Industrials,Machinery,179.00,179.00,175.00,179.00,90200,21,-11051000,-13177500
AMMN,2023-12-22,Basic Materials,Metals & Minerals,6300.00,6650.00,6200.00,6625.00,34740200,6644,22987229184,46454595584
AMMS,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,39.00,42.00,39.00,41.00,22879700,270,13793500,0
AMOR,2023-12-22,Financials,Investment Services,980.00,1025.00,980.00,1005.00,5700,9,-2749500,1488000
AMRT,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,2870.00,2880.00,2820.00,2870.00,8695600,4083,-176196992,3525981952
ANDI,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,50.00,50.00,50.00,50.00,2000,1,100000,0
ANJT,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,715.00,750.00,715.00,745.00,2646800,522,776456000,190009504
ANTM,2023-12-22,Basic Materials,Metals & Minerals,1640.00,1665.00,1640.00,1665.00,24415400,4557,14807898112,-4746438656
APEX,2023-12-22,Energy,"Oil, Gas & Coal Supports",162.00,170.00,162.00,169.00,1342900,230,-149683904,-11541900
APIC,2023-12-22,Financials,Holding & Investment Companies,1145.00,1155.00,1130.00,1145.00,273386816,4010,141596590080,11584253952
APII,2023-12-22,Industrials,Machinery,183.00,190.00,181.00,185.00,199200,62,21691000,409200
APLI,2023-12-22,Basic Materials,Chemicals,520.00,525.00,520.00,525.00,4500,4,1680500,1995000
APLN,2023-12-22,Properties & Real Estate,Real Estate Management & Development,128.00,129.00,127.00,128.00,3057200,201,1262700,-19008000
ARCI,2023-12-22,Basic Materials,Metals & Minerals,402.00,412.00,396.00,398.00,16855200,3067,-2577922304,119052400
ARGO,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,1000.00,1000.00,1000.00,1000.00,13400,12,-13200000,0
ARII,2023-12-22,Energy,Coal,234.00,234.00,226.00,226.00,28100,11,-5054200,-4640000
ARKA,2023-12-22,Industrials,Machinery,50.00,50.00,50.00,50.00,3600,10,180000,0
ARKO,2023-12-22,Infrastructures,Electric Utilities,710.00,715.00,705.00,715.00,943600,139,3094000,77492000
ARMY,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
ARNA,2023-12-22,Industrials,Building Products & Fixtures,650.00,660.00,645.00,655.00,996900,454,-78987504,100760496
ARTA,2023-12-22,Consumer Cyclicals,Tourism & Recreation,2820.00,2820.00,2800.00,2800.00,13300,8,0,0
ARTI,2023-12-22,Energy,"Oil, Gas & Coal Supports",7.00,7.00,7.00,7.00,575400,53,369600,0
ARTO,2023-12-22,Financials,Banks,2970.00,3080.00,2920.00,2930.00,14809300,5825,-10369662976,-2750959104
ASBI,2023-12-22,Financials,Insurance,685.00,685.00,655.00,685.00,1000,4,-253000,0
ASDM,2023-12-22,Financials,Insurance,464.00,476.00,464.00,476.00,5000,25,574800,0
ASGR,2023-12-22,Industrials,Commercial Services,900.00,905.00,890.00,900.00,589500,148,-387711008,-6390000
ASHA,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,50.00,50.00,50.00,50.00,4300,10,215000,0
ASII,2023-12-22,Industrials,Multi-sector Holdings,5550.00,5600.00,5500.00,5550.00,38055800,9325,-42647298048,6489692672
ASJT,2023-12-22,Financials,Insurance,124.00,124.00,124.00,124.00,4900,10,285200,0
ASLC,2023-12-22,Consumer Cyclicals,Specialty Retail,91.00,94.00,91.00,92.00,13401900,763,-49951300,-29248700
ASMI,2023-12-22,Financials,Insurance,50.00,50.00,50.00,50.00,90000,4,-490000,0
ASPI,2023-12-22,Properties & Real Estate,Real Estate Management & Development,141.00,141.00,139.00,139.00,274500,81,-31964200,-20179600
ASRI,2023-12-22,Properties & Real Estate,Real Estate Management & Development,165.00,165.00,163.00,163.00,1332800,233,26192600,3131300
ASRM,2023-12-22,Financials,Insurance,1580.00,1580.00,1570.00,1570.00,200,2,0,0
ASSA,2023-12-22,Transportation & Logistic,Passenger Land Transportation,780.00,790.00,760.00,760.00,6185900,1077,-2813101568,-18645500
ATAP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,51.00,50.00,51.00,89300,36,-2995500,0
ATIC,2023-12-22,Technology,IT Services & Consulting,360.00,450.00,360.00,416.00,4348400,1583,96893000,2358200
AUTO,2023-12-22,Consumer Cyclicals,Auto Components,2340.00,2350.00,2300.00,2320.00,1797800,1095,-93570000,1006203008
AVIA,2023-12-22,Basic Materials,Chemicals,436.00,440.00,422.00,426.00,64876800,4819,-16992009216,-9303583744
AWAN,2023-12-22,Technology,Online Applications & Services,292.00,296.00,278.00,280.00,14075000,913,2663815424,-144320400
AXIO,2023-12-22,Technology,Computer Hardware,187.00,188.00,180.00,184.00,6238100,238,-1117228544,-55500
AYAM,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,109.00,110.00,107.00,107.00,11868700,552,-282524288,98402496
AYLS,2023-12-22,Basic Materials,Construction Materials,50.00,52.00,50.00,52.00,797600,74,-31504100,0
BABP,2023-12-22,Financials,Banks,61.00,64.00,60.00,62.00,53457000,11920,601325504,-148834896
BABY,2023-12-22,Consumer Cyclicals,Specialty Retail,171.00,181.00,171.00,177.00,1085700,411,-34257200,0
BACA,2023-12-22,Financials,Banks,130.00,131.00,130.00,130.00,2341600,51,-283496704,-3497000
BAJA,2023-12-22,Basic Materials,Metals & Minerals,121.00,128.00,121.00,126.00,118800,64,-6355400,-63200
BALI,2023-12-22,Infrastructures,Wireless Telecommunication Services,805.00,805.00,790.00,800.00,52600,20,-21941500,0
BANK,2023-12-22,Financials,Banks,1105.00,1130.00,1055.00,1060.00,41206400,868,37230313472,5457500
BAPA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,51.00,52.00,50.00,51.00,130700,39,-3819700,0
BAPI,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
BATA,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,134.00,151.00,134.00,144.00,257000,75,29932400,-1191900
BAUT,2023-12-22,Consumer Cyclicals,Specialty Retail,50.00,50.00,50.00,50.00,2500,1,125000,0
BAYU,2023-12-22,Consumer Cyclicals,Tourism & Recreation,1455.00,1455.00,1440.00,1455.00,92200,42,-25135000,5505000
BBCA,2023-12-22,Financials,Banks,9275.00,9350.00,9275.00,9325.00,64449600,10116,-107968561152,160543817728
BBHI,2023-12-22,Financials,Banks,1310.00,1340.00,1275.00,1285.00,1568800,659,238860000,19970000
BBKP,2023-12-22,Financials,Banks,80.00,81.00,79.00,79.00,29625400,658,925053888,213637104
BBLD,2023-12-22,Financials,Consumer Financing,660.00,665.00,645.00,665.00,68500,29,8115500,568000
BBMD,2023-12-22,Financials,Banks,1850.00,1850.00,1850.00,1850.00,0,0,0,0
BBNI,2023-12-22,Financials,Banks,5200.00,5250.00,5175.00,5250.00,35234900,4252,74470154240,80971120640
BBRI,2023-12-22,Financials,Banks,5650.00,5700.00,5600.00,5675.00,109411296,14811,55274647552,247669784576
BBRM,2023-12-22,Energy,Coal,62.00,66.00,59.00,62.00,3284700,261,-104096400,0
BBSI,2023-12-22,Financials,Banks,3390.00,3390.00,3390.00,3390.00,1100,1,3729000,3729000
BBSS,2023-12-22,Properties & Real Estate,Real Estate Management & Development,83.00,85.00,80.00,85.00,37100,33,-2079000,0
BBTN,2023-12-22,Financials,Banks,1215.00,1220.00,1205.00,1205.00,14894600,2116,-12198084608,-4501146624
BBYB,2023-12-22,Financials,Banks,460.00,492.00,458.00,462.00,187316992,18080,-9410679808,-192279008
BCAP,2023-12-22,Financials,Holding & Investment Companies,50.00,50.00,50.00,50.00,1088000,62,54165000,215000
BCIC,2023-12-22,Financials,Banks,119.00,122.00,118.00,121.00,462400,115,-16952900,0
BCIP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,60.00,61.00,60.00,61.00,493100,39,6018200,0
BDKR,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,520.00,525.00,510.00,520.00,4710900,6048,917587008,-276385984
BDMN,2023-12-22,Financials,Banks,2750.00,2750.00,2720.00,2720.00,1002700,335,-582345024,524799008
BEBS,2023-12-22,Basic Materials,Construction Materials,50.00,50.00,50.00,50.00,445000,61,20250000,20160000
BEEF,2023-12-22,Consumer Non-Cyclicals,Processed Foods,240.00,246.00,238.00,240.00,657200,109,-60939000,-5937600
BEER,2023-12-22,Consumer Non-Cyclicals,Beverages,300.00,312.00,294.00,298.00,309700,83,24340400,15040200
BEKS,2023-12-22,Financials,Banks,50.00,50.00,50.00,50.00,312700,30,14135000,0
BELI,2023-12-22,Technology,Online Applications & Services,482.00,482.00,478.00,480.00,16171200,295,127569800,-1370885760
BELL,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,74.00,76.00,73.00,74.00,13624100,1411,-528843200,8119400
BESS,2023-12-22,Energy,Coal,200.00,206.00,190.00,198.00,6380800,897,-269648000,-20770200
BEST,2023-12-22,Properties & Real Estate,Real Estate Management & Development,133.00,134.00,132.00,132.00,5481400,398,87921904,82737504
BFIN,2023-12-22,Financials,Consumer Financing,1120.00,1170.00,1120.00,1170.00,13413700,1522,1876976000,-1157469952
BGTG,2023-12-22,Financials,Banks,77.00,80.00,77.00,78.00,10997600,699,-4408200,207932192
BHAT,2023-12-22,Financials,Insurance,585.00,585.00,585.00,585.00,0,0,0,0
BHIT,2023-12-22,Industrials,Multi-sector Holdings,50.00,50.00,50.00,50.00,3201000,129,160050000,46200000
BIKA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,52.00,52.00,51.00,51.00,4400,5,-224900,0
BIKE,2023-12-22,Consumer Cyclicals,Sport Equipment & Hobbies Goods,392.00,396.00,390.00,394.00,3612000,369,639881408,100761800
BIMA,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,81.00,91.00,81.00,90.00,102800,74,2570900,0
BINA,2023-12-22,Financials,Banks,4170.00,4210.00,4170.00,4210.00,244400,56,156684000,53046000
BINO,2023-12-22,Industrials,Commercial Services,125.00,125.00,123.00,124.00,703300,68,57031100,-10620600
BIPI,2023-12-22,Energy,Coal,101.00,102.00,100.00,101.00,224647104,823,850850688,5447970304
BIPP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
BIRD,2023-12-22,Transportation & Logistic,Passenger Land Transportation,1795.00,1820.00,1785.00,1790.00,606700,466,-71143000,70227000
BISI,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,1575.00,1580.00,1570.00,1580.00,135100,38,71167504,207156496
BJBR,2023-12-22,Financials,Banks,1125.00,1130.00,1120.00,1125.00,444700,549,80409504,53488500
BJTM,2023-12-22,Financials,Banks,615.00,620.00,610.00,615.00,3615300,922,109177504,-328397504
BKDP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,51.00,52.00,50.00,50.00,1515400,50,-11248800,0
BKSL,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,111900,13,5595000,940000
BKSW,2023-12-22,Financials,Banks,82.00,82.00,80.00,81.00,1067800,57,-19862000,5904900
BLTA,2023-12-22,Transportation & Logistic,Logistics & Deliveries,50.00,50.00,50.00,50.00,34000,7,1700000,0
BLTZ,2023-12-22,Consumer Cyclicals,Tourism & Recreation,2370.00,2370.00,2370.00,2370.00,0,0,0,0
BLUE,2023-12-22,Industrials,Commercial Services,340.00,350.00,336.00,348.00,91700,77,-400200,0
BMAS,2023-12-22,Financials,Banks,570.00,590.00,550.00,565.00,37300,53,-4762000,0
BMBL,2023-12-22,Consumer Cyclicals,Education & Support Services,20.00,22.00,19.00,21.00,1707400,79,12009700,0
BMHS,2023-12-22,Healthcare,Healthcare Providers,334.00,340.00,320.00,336.00,288700,77,-41989000,6839200
BMRI,2023-12-22,Financials,Banks,5950.00,5975.00,5925.00,5975.00,29975600,4882,-95910000,-49251987456
BMSR,2023-12-22,Basic Materials,Chemicals,336.00,340.00,328.00,328.00,14100,23,1507000,0
BMTR,2023-12-22,Consumer Cyclicals,Media,266.00,268.00,262.00,266.00,44867100,1138,-5825873408,1342522752
BNBA,2023-12-22,Financials,Banks,750.00,790.00,740.00,740.00,710700,168,60862000,-23204000
BNBR,2023-12-22,Industrials,Multi-sector Holdings,50.00,50.00,50.00,50.00,21800,9,1090000,0
BNGA,2023-12-22,Financials,Banks,1680.00,1685.00,1675.00,1680.00,3756700,718,-1622513024,128866496
BNII,2023-12-22,Financials,Banks,244.00,246.00,242.00,246.00,313200,69,17512200,0
BNLI,2023-12-22,Financials,Banks,915.00,925.00,905.00,905.00,78300,45,-30415500,-3600500
BOBA,2023-12-22,Consumer Non-Cyclicals,Processed Foods,160.00,165.00,159.00,163.00,497600,64,-19070300,-1467300
BOGA,2023-12-22,Consumer Cyclicals,Specialty Retail,1185.00,1185.00,1185.00,1185.00,0,0,0,0
BOLA,2023-12-22,Consumer Cyclicals,Tourism & Recreation,160.00,161.00,157.00,160.00,653600,45,-14036400,0
BOLT,2023-12-22,Consumer Cyclicals,Auto Components,740.00,740.00,715.00,740.00,144900,38,83601000,-1667500
BOSS,2023-12-22,Energy,Coal,50.00,50.00,50.00,50.00,1026700,27,51335000,50000000
BPFI,2023-12-22,Financials,Consumer Financing,400.00,410.00,400.00,400.00,11500,13,953000,0
BPII,2023-12-22,Financials,Holding & Investment Companies,10300.00,10300.00,10300.00,10300.00,0,0,0,0
BPTR,2023-12-22,Transportation & Logistic,Passenger Land Transportation,92.00,92.00,84.00,86.00,131100,69,1662300,0
BRAM,2023-12-22,Consumer Cyclicals,Auto Components,5975.00,5975.00,5950.00,5950.00,200,2,2500,-595000
BREN,2023-12-22,Infrastructures,Electric Utilities,7500.00,7650.00,7375.00,7500.00,17981700,6162,7587024896,26848890880
BRIS,2023-12-22,Financials,Banks,1690.00,1725.00,1685.00,1695.00,9421600,3195,-658061504,249190496
BRMS,2023-12-22,Basic Materials,Metals & Minerals,172.00,175.00,167.00,168.00,98223000,3922,-3293401856,-2609115392
BRNA,2023-12-22,Basic Materials,Containers & Packaging,905.00,905.00,905.00,905.00,0,0,0,0
BRPT,2023-12-22,Basic Materials,Chemicals,1485.00,1500.00,1405.00,1410.00,130868496,19756,-69975056384,-6289736704
BSBK,2023-12-22,Properties & Real Estate,Real Estate Management & Development,55.00,55.00,53.00,53.00,53910500,4726,-444654784,777040128
BSDE,2023-12-22,Properties & Real Estate,Real Estate Management & Development,1055.00,1065.00,1040.00,1060.00,9721800,1156,-1020636032,3326382592
BSIM,2023-12-22,Financials,Banks,890.00,890.00,875.00,875.00,13300,11,6661000,8760000
BSML,2023-12-22,Energy,Coal,168.00,183.00,166.00,179.00,123744896,2548,-6846435328,621483392
BSSR,2023-12-22,Energy,Coal,3740.00,3830.00,3740.00,3810.00,327400,486,300211008,92623000
BSWD,2023-12-22,Financials,Banks,1190.00,1190.00,1190.00,1190.00,0,0,0,0
BTEK,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,50.00,50.00,50.00,50.00,0,0,0,0
BTEL,2023-12-22,Infrastructures,Wireless Telecommunication Services,50.00,50.00,50.00,50.00,0,0,0,0
BTON,2023-12-22,Basic Materials,Metals & Minerals,402.00,410.00,402.00,408.00,3500,7,849400,0
BTPN,2023-12-22,Financials,Banks,2630.00,2630.00,2600.00,2620.00,10500,21,-2056000,-262000
BTPS,2023-12-22,Financials,Banks,1620.00,1650.00,1615.00,1645.00,3015300,1083,840065984,1403827968
BUAH,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,2110.00,2110.00,2090.00,2100.00,243900,419,-188503008,0
BUDI,2023-12-22,Consumer Non-Cyclicals,Processed Foods,260.00,266.00,260.00,262.00,40200,34,-355400,26200
BUKA,2023-12-22,Technology,Online Applications & Services,208.00,210.00,206.00,208.00,43143000,1219,-3964321280,3684348672
BUKK,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,1040.00,1085.00,1035.00,1085.00,4700,4,-4662000,0
BULL,2023-12-22,Energy,Oil & Gas,139.00,142.00,131.00,136.00,184161200,2319,1029649792,1195020032
BUMI,2023-12-22,Energy,Coal,85.00,87.00,85.00,85.00,212442400,3883,-6165537280,-3167470592
BUVA,2023-12-22,Consumer Cyclicals,Tourism & Recreation,60.00,67.00,60.00,62.00,13239500,338,105573696,-8391500
BVIC,2023-12-22,Financials,Banks,90.00,92.00,89.00,90.00,1067300,99,-36691200,12519000
BWPT,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,55.00,55.00,53.00,53.00,2300300,122,-98646496,0
BYAN,2023-12-22,Energy,Coal,19500.00,19500.00,19300.00,19500.00,54200,150,324832512,-330224992
CAKK,2023-12-22,Industrials,Building Products & Fixtures,160.00,163.00,157.00,157.00,479300,179,-53285800,-12894400
CAMP,2023-12-22,Consumer Non-Cyclicals,Processed Foods,364.00,364.00,356.00,362.00,178800,110,17037200,9043200
CANI,2023-12-22,Energy,Coal,50.00,50.00,50.00,50.00,300,3,15000,0
CARE,2023-12-22,Healthcare,Healthcare Providers,160.00,169.00,150.00,155.00,16446900,2862,-435120704,-93150896
CARS,2023-12-22,Consumer Cyclicals,Specialty Retail,95.00,97.00,95.00,96.00,8823600,213,-338251904,169676000
CASA,2023-12-22,Financials,Holding & Investment Companies,620.00,620.00,620.00,620.00,0,0,0,0
