ticker,data_date,sector,industry,open,high,low,close,volume,frequency,nbss,nbsf
MIRA,2023-12-22,Transportation & Logistic,Logistics & Deliveries,7.00,7.00,7.00,7.00,2713400,62,4357500,0
MITI,2023-12-22,Transportation & Logistic,Logistics & Deliveries,206.00,210.00,200.00,210.00,223600,163,11680400,19451000
MKNT,2023-12-22,Consumer Cyclicals,Consumer Distributors,2.00,2.00,2.00,2.00,12335500,177,5517600,0
MKPI,2023-12-22,Properties & Real Estate,Real Estate Management & Development,26800.00,27000.00,26725.00,27000.00,35000,47,830720000,37660000
MKTR,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,154.00,154.00,140.00,145.00,1471900,205,18478200,22372800
MLBI,2023-12-22,Consumer Non-Cyclicals,Beverages,7775.00,7925.00,7725.00,7825.00,61500,80,28475000,209187504
MLIA,2023-12-22,Industrials,Building Products & Fixtures,428.00,436.00,426.00,432.00,5591100,256,393789408,171013200
MLPL,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,76.00,81.00,73.00,75.00,115876704,3859,-1388311552,-639170112
MLPT,2023-12-22,Technology,IT Services & Consulting,1500.00,1580.00,1500.00,1520.00,24100,33,-9009000,8261500
MMIX,2023-12-22,Healthcare,Healthcare Equipment & Supplies,172.00,177.00,165.00,173.00,18754600,296,2958971392,-8350000
MMLP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,300.00,300.00,296.00,298.00,1108700,78,-307195392,-59200
MNCN,2023-12-22,Consumer Cyclicals,Media,380.00,380.00,376.00,378.00,29257800,938,-4243357952,536851392
MOLI,2023-12-22,Basic Materials,Chemicals,308.00,322.00,308.00,316.00,199200,115,12768000,0
MORA,2023-12-22,Infrastructures,Telecommunication Service,456.00,456.00,456.00,456.00,38300,18,-16461600,0
MPMX,2023-12-22,Consumer Cyclicals,Specialty Retail,1025.00,1035.00,1020.00,1030.00,17939900,1225,709832512,-196358000
MPOW,2023-12-22,Infrastructures,Electric Utilities,62.00,62.00,59.00,59.00,1285900,106,-37634300,0
MPPA,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,68.00,73.00,64.00,65.00,243745600,6281,-4072834560,-1030856576
MPRO,2023-12-22,Properties & Real Estate,Real Estate Management & Development,2030.00,2040.00,2010.00,2030.00,9800,34,-6666000,0
MPXL,2023-12-22,Transportation & Logistic,Logistics & Deliveries,214.00,216.00,210.00,210.00,46119400,1030,-5669128704,114394200
MRAT,2023-12-22,Consumer Non-Cyclicals,Personal Care Products,372.00,380.00,372.00,372.00,178500,152,-20539600,0
MREI,2023-12-22,Financials,Insurance,2020.00,2030.00,1965.00,2020.00,800,8,420500,0
MSIE,2023-12-22,Properties & Real Estate,Real Estate Management & Development,27.00,27.00,25.00,26.00,1210900,81,-15063100,0
MSIN,2023-12-22,Consumer Cyclicals,Entertainment & Movie Production,2990.00,3000.00,2970.00,3000.00,128800,125,302753984,169224000
MSKY,2023-12-22,Consumer Cyclicals,Media,106.00,115.00,101.00,106.00,3856400,304,85543600,-45264000
MSTI,2023-12-22,Technology,Networking Equipment,1350.00,1350.00,1330.00,1350.00,1497800,339,-872552000,77441504
MTDL,2023-12-22,Technology,Computer Hardware,515.00,520.00,510.00,510.00,4824200,382,1820076544,24095000
MTEL,2023-12-22,Infrastructures,Wireless Telecommunication Services,725.00,765.00,720.00,750.00,113028200,4859,1720248960,3920869120
MTFN,2023-12-22,Energy,Oil & Gas,50.00,50.00,50.00,50.00,0,0,0,0
MTLA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,408.00,418.00,406.00,416.00,136500,73,15981800,4118400
MTMH,2023-12-22,Healthcare,Healthcare Providers,1325.00,1360.00,1325.00,1355.00,12357500,779,-12184908800,1059642496
MTPS,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,15.00,15.00,15.00,15.00,9800,8,0,0
MTRA,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,244.00,244.00,244.00,244.00,0,0,0,0
MTSM,2023-12-22,Properties & Real Estate,Real Estate Management & Development,191.00,191.00,183.00,187.00,20100,18,-468000,0
MTWI,2023-12-22,Financials,Insurance,74.00,77.00,74.00,76.00,408200,116,7584700,5821600
MUTU,2023-12-22,Industrials,Professional Services,100.00,101.00,98.00,100.00,8199600,446,-309764512,-227865792
MYOH,2023-12-22,Energy,"Oil, Gas & Coal Supports",1615.00,1640.00,1615.00,1640.00,5600,15,-804500,-164000
MYOR,2023-12-22,Consumer Non-Cyclicals,Processed Foods,2350.00,2400.00,2320.00,2380.00,3220400,1500,1275362944,-447115008
MYRX,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
MYRXP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
MYTX,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,64.00,64.00,54.00,56.00,32000,27,73900,0
NANO,2023-12-22,Consumer Non-Cyclicals,Personal Care Products,18.00,18.00,16.00,18.00,6240300,132,-51419800,0
NASA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,17.00,17.00,17.00,17.00,38100,7,51000,0
NASI,2023-12-22,Consumer Non-Cyclicals,Processed Foods,79.00,80.00,77.00,77.00,2945700,369,-67614496,0
NATO,2023-12-22,Consumer Cyclicals,Tourism & Recreation,190.00,196.00,189.00,195.00,446134912,5324,33435105280,2218728704
NAYZ,2023-12-22,Consumer Non-Cyclicals,Processed Foods,17.00,18.00,16.00,18.00,11689600,185,101644704,0
NCKL,2023-12-22,Basic Materials,Metals & Minerals,1010.00,1010.00,990.00,1000.00,20365800,2468,-7717088768,444504512
NELY,2023-12-22,Transportation & Logistic,Logistics & Deliveries,492.00,498.00,490.00,490.00,2973900,474,-88422000,-42401600
NETV,2023-12-22,Consumer Cyclicals,Media,60.00,63.00,59.00,62.00,2089500,222,-89699904,-6103800
NFCX,2023-12-22,Technology,Online Applications & Services,3970.00,4090.00,3810.00,3930.00,9600,60,14341000,-5073000
NICK,2023-12-22,Financials,Holding & Investment Companies,244.00,248.00,242.00,242.00,542400,16,-96408600,0
NICL,2023-12-22,Basic Materials,Metals & Minerals,212.00,216.00,210.00,210.00,2958500,423,-363916192,26875400
NIKL,2023-12-22,Basic Materials,Metals & Minerals,316.00,318.00,308.00,316.00,15900,47,207200,-31600
NINE,2023-12-22,Technology,Computer Hardware,8.00,9.00,8.00,8.00,3598600,120,-22576500,0
NIPS,2023-12-22,Consumer Cyclicals,Auto Components,282.00,282.00,282.00,282.00,0,0,0,0
NIRO,2023-12-22,Properties & Real Estate,Real Estate Management & Development,139.00,140.00,138.00,140.00,700900,12,8695700,-1104000
NISP,2023-12-22,Financials,Banks,1160.00,1190.00,1155.00,1180.00,5903200,1092,1666242048,2322896384
NOBU,2023-12-22,Financials,Banks,770.00,770.00,745.00,750.00,4254300,80,2946388480,2971508992
NPGF,2023-12-22,Basic Materials,Chemicals,50.00,50.00,50.00,50.00,6900,5,345000,0
NRCA,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,328.00,328.00,322.00,322.00,251300,139,-40459400,-2412400
NSSS,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,165.00,168.00,162.00,166.00,136572400,3199,2500593408,-5962873344
NTBK,2023-12-22,Industrials,Machinery,50.00,50.00,50.00,50.00,5622900,121,281144992,0
NUSA,2023-12-22,Consumer Cyclicals,Tourism & Recreation,50.00,50.00,50.00,50.00,0,0,0,0
NZIA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,79.00,86.00,79.00,85.00,169200,77,-4566500,-781300
OASA,2023-12-22,Infrastructures,Wireless Telecommunication Services,157.00,162.00,151.00,154.00,99149400,2359,-4101167616,-110116200
OBMD,2023-12-22,Basic Materials,Chemicals,260.00,270.00,256.00,262.00,884000,150,179554400,0
OCAP,2023-12-22,Financials,Holding & Investment Companies,159.00,159.00,159.00,159.00,0,0,0,0
OILS,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,139.00,139.00,130.00,133.00,380700,113,-18021900,0
OKAS,2023-12-22,Basic Materials,Chemicals,99.00,101.00,99.00,100.00,318800,56,-26175100,0
OLIV,2023-12-22,Consumer Cyclicals,Household Goods,8.00,9.00,8.00,9.00,8275500,120,47988700,0
OMED,2023-12-22,Healthcare,Healthcare Equipment & Supplies,210.00,214.00,204.00,210.00,16744100,419,1765482624,234323008
OMRE,2023-12-22,Properties & Real Estate,Real Estate Management & Development,478.00,498.00,478.00,498.00,300,3,147200,0
OPMS,2023-12-22,Basic Materials,Metals & Minerals,51.00,52.00,51.00,51.00,403900,20,-15231100,0
PACK,2023-12-22,Basic Materials,Containers & Packaging,32.00,33.00,30.00,32.00,1523700,135,543500,0
PADA,2023-12-22,Industrials,Professional Services,50.00,50.00,50.00,50.00,1500,6,75000,0
PADI,2023-12-22,Financials,Investment Services,9.00,9.00,9.00,9.00,48400,6,0,0
PALM,2023-12-22,Financials,Holding & Investment Companies,650.00,660.00,645.00,655.00,714000,169,-128963000,139402496
PAMG,2023-12-22,Properties & Real Estate,Real Estate Management & Development,70.00,80.00,68.00,73.00,230863296,26517,4450072576,135544992
PANI,2023-12-22,Consumer Non-Cyclicals,Processed Foods,4670.00,4870.00,4660.00,4780.00,8833800,4779,126723000,-1197817984
PANR,2023-12-22,Consumer Cyclicals,Tourism & Recreation,710.00,720.00,695.00,720.00,8065600,434,1589104512,388575008
PANS,2023-12-22,Financials,Investment Services,1620.00,1635.00,1615.00,1625.00,45900,65,3993000,0
PBID,2023-12-22,Basic Materials,Containers & Packaging,1320.00,1340.00,1285.00,1290.00,263100,221,-235240000,-3591500
PBRX,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,50.00,50.00,50.00,50.00,349000,16,17445000,0
PBSA,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,306.00,308.00,302.00,304.00,1042900,422,-52797400,-709200
PCAR,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,50.00,50.00,50.00,50.00,219700,36,10975000,0
PDES,2023-12-22,Consumer Cyclicals,Tourism & Recreation,224.00,224.00,224.00,224.00,100,1,22400,0
PDPP,2023-12-22,Basic Materials,Containers & Packaging,370.00,382.00,368.00,376.00,16013200,1458,556875584,-197990592
PEGE,2023-12-22,Financials,Holding & Investment Companies,157.00,163.00,149.00,163.00,516900,219,73787600,7337100
PEHA,2023-12-22,Healthcare,Pharmaceuticals,700.00,785.00,650.00,685.00,13055800,5077,477304512,-5948500
PEVE,2023-12-22,Healthcare,Pharmaceuticals,162.00,162.00,156.00,156.00,1263000,204,-88797800,8658400
PGAS,2023-12-22,Energy,Oil & Gas,1110.00,1120.00,1095.00,1100.00,17813700,2855,-1540941952,748830528
PGEO,2023-12-22,Infrastructures,Electric Utilities,1225.00,1235.00,1190.00,1190.00,27128500,5300,-15189694464,-1267485056
PGJO,2023-12-22,Technology,Online Applications & Services,84.00,92.00,79.00,83.00,2383500,284,-59534400,0
PGLI,2023-12-22,Consumer Cyclicals,Tourism & Recreation,151.00,151.00,149.00,149.00,2100,4,167100,0
PGUN,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,428.00,428.00,400.00,400.00,3000,12,-769200,0
PICO,2023-12-22,Basic Materials,Containers & Packaging,113.00,118.00,113.00,117.00,187100,65,-17967800,0
PIPA,2023-12-22,Industrials,Building Products & Fixtures,50.00,50.00,50.00,50.00,101700,2,5085000,0
PJAA,2023-12-22,Consumer Cyclicals,Tourism & Recreation,930.00,935.00,920.00,935.00,445100,94,36799000,-187000
PKPK,2023-12-22,Energy,"Oil, Gas & Coal Supports",364.00,370.00,360.00,360.00,438100,23,4502200,109200
PLAN,2023-12-22,Consumer Cyclicals,Tourism & Recreation,26.00,28.00,26.00,28.00,500,4,8600,0
PLAS,2023-12-22,Financials,Holding & Investment Companies,50.00,50.00,50.00,50.00,0,0,0,0
PLIN,2023-12-22,Properties & Real Estate,Real Estate Management & Development,2620.00,2620.00,2620.00,2620.00,100,1,-262000,0
PMJS,2023-12-22,Consumer Cyclicals,Specialty Retail,146.00,157.00,144.00,146.00,690400,177,-64542400,-5167700
PMMP,2023-12-22,Consumer Non-Cyclicals,Processed Foods,248.00,262.00,248.00,260.00,1941200,309,80433400,-2992800
PNBN,2023-12-22,Financials,Banks,1100.00,1100.00,1080.00,1095.00,620900,247,170855008,14299500
PNBS,2023-12-22,Financials,Banks,53.00,54.00,52.00,53.00,15882100,329,247428096,93730496
PNGO,2023-12-22,Basic Materials,Forestry & Paper,1380.00,1395.00,1375.00,1385.00,4600,31,-816000,1387000
PNIN,2023-12-22,Financials,Insurance,990.00,990.00,975.00,985.00,538000,101,-277619488,49170500
PNLF,2023-12-22,Financials,Insurance,262.00,264.00,260.00,262.00,21777800,583,1501927040,-4192378880
PNSE,2023-12-22,Consumer Cyclicals,Tourism & Recreation,392.00,392.00,392.00,392.00,1391100,5,545311232,0
POLA,2023-12-22,Financials,Consumer Financing,50.00,50.00,50.00,50.00,0,0,0,0
POLI,2023-12-22,Properties & Real Estate,Real Estate Management & Development,805.00,805.00,805.00,805.00,0,0,0,0
POLL,2023-12-22,Properties & Real Estate,Real Estate Management & Development,147.00,150.00,146.00,146.00,15100,8,-1414800,0
POLU,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,825.00,825.00,825.00,825.00,0,0,0,0
POLY,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,50.00,50.00,50.00,50.00,200,2,10000,0
POOL,2023-12-22,Financials,Holding & Investment Companies,50.00,50.00,50.00,50.00,0,0,0,0
PORT,2023-12-22,Infrastructures,Transport Infrastructure Operator,715.00,720.00,715.00,720.00,5200,9,-1278500,-643500
POSA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
POWR,2023-12-22,Infrastructures,Electric Utilities,690.00,695.00,685.00,690.00,3493200,422,-392894016,-314009504
PPGL,2023-12-22,Transportation & Logistic,Logistics & Deliveries,103.00,105.00,100.00,103.00,90100,76,-950700,0
PPRE,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,77.00,77.00,74.00,76.00,3550900,388,63482000,-20527300
PPRI,2023-12-22,Basic Materials,Containers & Packaging,67.00,85.00,66.00,70.00,188239600,11053,58095000,-39151000
PPRO,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,15000,9,750000,0
PRAS,2023-12-22,Consumer Cyclicals,Auto Components,100.00,111.00,100.00,103.00,40600,44,-1855700,0
PRAY,2023-12-22,Healthcare,Healthcare Providers,685.00,690.00,680.00,690.00,21500,19,-3558000,0
PRDA,2023-12-22,Healthcare,Healthcare Providers,5375.00,5400.00,5300.00,5350.00,1996400,1136,724067520,364397504
PRIM,2023-12-22,Healthcare,Healthcare Providers,93.00,99.00,91.00,96.00,98243296,4501,347522304,-56764700
PRIMBANK10,2023-12-22,,,233.35,235.31,232.91,234.90,0,0,0,0
PSAB,2023-12-22,Basic Materials,Metals & Minerals,89.00,92.00,89.00,91.00,8576400,230,360035200,-234000
PSDN,2023-12-22,Consumer Non-Cyclicals,Processed Foods,97.00,99.00,96.00,96.00,1169700,169,-42062300,0
PSGO,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,129.00,133.00,128.00,133.00,42000,7,-1173600,159600
PSKT,2023-12-22,Consumer Cyclicals,Tourism & Recreation,50.00,50.00,50.00,50.00,0,0,0,0
PSSI,2023-12-22,Energy,Coal,505.00,520.00,500.00,500.00,337300,222,-83139504,-17493000
PTBA,2023-12-22,Energy,Coal,2390.00,2410.00,2380.00,2400.00,7311600,3139,5707415040,5516554240
PTDU,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,50.00,50.00,50.00,50.00,0,0,0,0
PTIS,2023-12-22,Energy,Coal,350.00,354.00,332.00,340.00,106400,110,-10125600,0
PTMP,2023-12-22,Industrials,Machinery,199.00,200.00,196.00,200.00,46577200,1054,-6035158016,-38370200
PTPP,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,500.00,500.00,456.00,458.00,100213104,10144,-19008120832,-7146101248
PTPS,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,167.00,167.00,148.00,152.00,26748300,1896,-1795276160,-9152700
PTPW,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,970.00,975.00,965.00,970.00,24000,48,-76000,0
PTRO,2023-12-22,Energy,"Oil, Gas & Coal Supports",5625.00,5975.00,5600.00,5600.00,4174300,3495,-12508137472,-588355008
PTSN,2023-12-22,Technology,Networking Equipment,232.00,234.00,232.00,232.00,288800,54,12095200,-8125600
PTSP,2023-12-22,Consumer Cyclicals,Tourism & Recreation,3150.00,3150.00,3150.00,3150.00,100,1,315000,0
PUDP,2023-12-22,Properties & Real Estate,Real Estate Management & Development,550.00,575.00,545.00,555.00,14100,32,-3604500,0
PURA,2023-12-22,Transportation & Logistic,Logistics & Deliveries,50.00,50.00,50.00,50.00,1200,2,60000,0
PURE,2023-12-22,Basic Materials,Metals & Minerals,51.00,51.00,51.00,51.00,0,0,0,0
PURI,2023-12-22,Properties & Real Estate,Real Estate Management & Development,198.00,212.00,198.00,204.00,2705600,420,-195559808,79191200
PWON,2023-12-22,Properties & Real Estate,Real Estate Management & Development,430.00,436.00,430.00,434.00,24600300,1101,3502115840,8687045632
PYFA,2023-12-22,Healthcare,Pharmaceuticals,1040.00,1145.00,1040.00,1085.00,1147900,627,-244451008,5032500
PZZA,2023-12-22,Consumer Cyclicals,Tourism & Recreation,376.00,376.00,368.00,368.00,130500,24,13290800,-46049600
RAAM,2023-12-22,Consumer Cyclicals,Entertainment & Movie Production,580.00,600.00,580.00,590.00,2767700,835,188140992,-129563000
RAFI,2023-12-22,Consumer Cyclicals,Tourism & Recreation,50.00,50.00,50.00,50.00,689500,39,34395000,0
RAJA,2023-12-22,Energy,Oil & Gas,1305.00,1550.00,1265.00,1490.00,53912500,13475,-8748758016,3195002112
RALS,2023-12-22,Consumer Cyclicals,Department Stores,500.00,520.00,500.00,510.00,4691600,571,433179488,39298500
RANC,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,640.00,640.00,640.00,640.00,8300,6,1600000,1536000
RBMS,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,2574200,2123,128710000,0
RCCC,2023-12-22,Transportation & Logistic,Logistics & Deliveries,111.00,128.00,111.00,118.00,8100,11,-689900,0
RDTX,2023-12-22,Properties & Real Estate,Real Estate Management & Development,15150.00,15150.00,13900.00,14125.00,18100,88,30582500,-15150000
REAL,2023-12-22,Properties & Real Estate,Real Estate Management & Development,12.00,12.00,12.00,12.00,2200000,43,23300400,0
RELF,2023-12-22,Properties & Real Estate,Real Estate Management & Development,26.00,26.00,24.00,25.00,68601200,1313,-146191296,0
RELI,2023-12-22,Financials,Investment Services,510.00,525.00,505.00,525.00,2500,20,573500,0
RGAS,2023-12-22,Energy,"Oil, Gas & Coal Supports",97.00,97.00,92.00,93.00,8871700,714,-423241408,0
RICY,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,113.00,115.00,112.00,115.00,22182900,490,2440257280,-14193200
RIGS,2023-12-22,Energy,Coal,478.00,478.00,472.00,478.00,39800,21,-16555600,0
RIMO,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,0,0,0,0
RISE,2023-12-22,Properties & Real Estate,Real Estate Management & Development,990.00,990.00,980.00,990.00,26200,4,25544000,0
RMBA,2023-12-22,Consumer Non-Cyclicals,Tobacco,306.00,306.00,306.00,306.00,0,0,0,0
RMKE,2023-12-22,Energy,Coal,605.00,605.00,585.00,590.00,2162400,286,-523701504,-383065984
RMKO,2023-12-22,Energy,"Oil, Gas & Coal Supports",262.00,272.00,262.00,272.00,313900,82,-8343600,28092000
ROCK,2023-12-22,Properties & Real Estate,Real Estate Management & Development,380.00,380.00,380.00,380.00,0,0,0,0
RODA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,400,2,20000,0
RONY,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,284.00,308.00,284.00,296.00,22500,60,-1584200,852000
ROTI,2023-12-22,Consumer Non-Cyclicals,Processed Foods,1155.00,1155.00,1145.00,1155.00,203100,30,191725504,-199929504
RSCH,2023-12-22,Healthcare,Healthcare Providers,124.00,132.00,121.00,125.00,3982400,595,-37322200,6402700
RSGK,2023-12-22,Healthcare,Healthcare Providers,1230.00,1245.00,1220.00,1245.00,1100,6,-856000,0
RUIS,2023-12-22,Energy,"Oil, Gas & Coal Supports",195.00,204.00,191.00,195.00,2281400,449,-30999600,589400
RUNS,2023-12-22,Technology,Software,51.00,52.00,50.00,51.00,243500,25,-9192600,0
SAFE,2023-12-22,Transportation & Logistic,Passenger Land Transportation,290.00,318.00,290.00,318.00,242700,107,53261800,12615600
SAGE,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,14400,17,720000,0
